age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,Private-sector,54102,Higher-education,11,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,181546,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,153484,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,1977,50,North-America,>50K
*,Government,351228,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,131976,Higher-education,13,Never-married,Non-manual,Own-child,White,Male,0,0,55,North-America,<=50K
*,Private-sector,200639,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,267546,Higher-education,12,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,>50K
*,Private-sector,300528,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,67716,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,10520,0,48,North-America,>50K
*,Government,326048,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,44,North-America,>50K
*,Private-sector,191188,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,32172,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,50,North-America,<=50K
*,Private-sector,252903,Pre-higher-education,6,Married-spouse-present,Non-manual,Husband,White,Male,0,1977,40,North-America,>50K
*,Government,334314,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,83704,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,30,North-America,<=50K
*,Private-sector,160574,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,65,North-America,>50K
*,Private-sector,203776,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,<=50K
*,Government,328610,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,295589,Higher-education,14,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,1977,40,North-America,>50K
*,Private-sector,174373,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,247752,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Unknown,199244,Pre-higher-education,6,Previously-married,Unknown,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,139992,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,95680,Higher-education,10,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,40,North-America,<=50K
*,Self-employed,189933,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,498785,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,177526,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,15,North-America,<=50K
*,Self-employed,150121,Higher-education,16,Married-spouse-present,Non-manual,Husband,White,Male,0,0,25,North-America,>50K
*,Government,130454,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,119079,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,49,North-America,>50K
*,Private-sector,220939,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,7298,0,45,North-America,>50K
*,Private-sector,94235,Higher-education,15,Never-married,Non-manual,Own-child,White,Male,0,0,42,North-America,>50K
*,Private-sector,305874,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,235624,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,Western-Europe,>50K
*,Government,247514,Higher-education,14,Previously-married,Non-manual,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Private-sector,275726,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,72896,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Government,110510,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,50,North-America,>50K
*,Private-sector,173938,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,Unknown,>50K
*,Private-sector,211654,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,Unknown,>50K
*,Private-sector,242720,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,35,North-America,>50K
*,Private-sector,111567,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,70,North-America,>50K
*,Private-sector,179533,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,35,North-America,<=50K
*,Government,334693,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Self-employed,198096,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,<=50K
*,Government,355756,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,19395,Higher-education,10,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,35,North-America,<=50K
*,Government,242586,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,208358,Higher-education,15,Previously-married,Non-manual,Not-in-family,White,Male,99999,0,45,North-America,>50K
*,Private-sector,160647,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,>50K
*,Private-sector,227943,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,45,North-America,<=50K
*,Government,326104,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,57211,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,100219,Higher-education,12,Never-married,Manual-or-service,Unmarried,White,Male,0,0,45,North-America,<=50K
*,Private-sector,291192,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Government,93415,Higher-education,13,Never-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,>50K
*,Private-sector,191502,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,261382,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,374924,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
*,Self-employed,320984,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,338320,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,157909,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Female,2964,0,60,North-America,<=50K
*,Private-sector,430084,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,Non-White,Male,0,0,35,North-America,<=50K
*,Self-employed,180195,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,208778,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,40,North-America,>50K
*,Private-sector,81534,Higher-education,10,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,40,North-America,>50K
*,Private-sector,277886,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,0,0,30,North-America,<=50K
*,Self-employed,100029,Higher-education,13,Previously-married,Non-manual,Unmarried,White,Male,0,0,65,North-America,>50K
*,Private-sector,169269,Pre-higher-education,4,Never-married,Manual-or-service,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Government,160472,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,1977,50,North-America,>50K
*,Private-sector,297884,Pre-higher-education,6,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,99131,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,0,0,18,North-America,<=50K
*,Private-sector,44392,Higher-education,12,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Unknown,29441,Pre-higher-education,4,Previously-married,Unknown,Not-in-family,White,Male,0,0,5,North-America,<=50K
*,Private-sector,199029,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,2415,55,North-America,>50K
*,Government,181508,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,17,North-America,<=50K
*,Private-sector,190625,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,35,North-America,<=50K
*,Private-sector,194740,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,55,Eastern-Southern-Europe,<=50K
*,Private-sector,27380,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,160631,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,224531,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
*,Private-sector,283005,Pre-higher-education,7,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Self-employed,101926,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Male,0,0,70,North-America,>50K
*,Government,135102,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,2002,45,North-America,<=50K
*,Self-employed,113436,Higher-education,10,Never-married,Manual-or-service,Unmarried,White,Male,0,0,35,North-America,<=50K
*,Private-sector,248973,Higher-education,13,Previously-married,Non-manual,Not-in-family,Non-White,Male,0,0,65,North-America,<=50K
*,Self-employed,225334,Higher-education,15,Married-spouse-present,Non-manual,Wife,White,Female,15024,0,35,North-America,>50K
*,Self-employed,157562,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1902,80,North-America,>50K
*,Government,310085,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,129597,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,3464,0,40,North-America,<=50K
*,Private-sector,204205,Pre-higher-education,4,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,48,North-America,<=50K
*,Private-sector,169324,Higher-education,13,Married-spouse-present,Non-manual,Wife,Non-White,Female,0,0,35,North-America,>50K
*,Unknown,134447,Higher-education,10,Married-spouse-present,Unknown,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,141301,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Self-employed,367020,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,35,North-America,<=50K
*,Private-sector,211759,Higher-education,13,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,40,Caribbean,<=50K
*,Private-sector,56883,Higher-education,10,Never-married,Manual-or-service,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,223062,Higher-education,10,Previously-married,Manual-or-service,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,406662,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,206600,Pre-higher-education,5,Never-married,Manual-or-service,Other-relative,White,Male,0,0,48,Central-America,<=50K
*,Government,147510,Higher-education,13,Previously-married,Non-manual,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Private-sector,235646,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,3103,0,40,North-America,>50K
*,Private-sector,187577,Higher-education,11,Never-married,Non-manual,Not-in-family,White,Male,0,0,55,North-America,<=50K
*,Self-employed,278322,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,278924,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,1887,50,North-America,>50K
*,Government,203039,Pre-higher-education,7,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,145651,Higher-education,10,Never-married,Non-manual,Own-child,Non-White,Female,0,0,20,North-America,<=50K
*,Government,144531,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,>50K
*,Private-sector,91145,Pre-higher-education,9,Never-married,Manual-or-service,Unmarried,White,Male,0,0,55,North-America,<=50K
*,Self-employed,211762,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,180985,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,Unknown,>50K
*,Private-sector,207537,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,White,Male,0,1669,50,North-America,<=50K
*,Private-sector,417657,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,50,North-America,<=50K
*,Private-sector,189890,Higher-education,12,Previously-married,Non-manual,Unmarried,White,Female,5455,0,38,North-America,<=50K
*,Private-sector,223212,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,1848,40,South-America,>50K
*,Private-sector,108658,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Self-employed,190023,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,222130,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Female,0,0,43,North-America,<=50K
*,Self-employed,164866,Higher-education,12,Previously-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,<=50K
*,Private-sector,170983,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,186269,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
